Tornado ID,Date/Time,Latitude,Longitude,Nearest town,State,Fujita scale,
1022,2008-04-16 05:30:00,-34.0300,115.1000,Forest Grove,WA,0,
1023,2008-05-31 00:00:00,-33.6520,115.3350,Busselton,WA,1,
1024,2008-06-09 23:30:00,-32.2900,115.7200,Rockingham,WA,2,
1025,1928-10-14 02:20:00,-41.1000,146.8200,George town,TAS,2,
1026,1930-04-02 07:00:00,-41.1000,146.8200,GEORGE TOWN,TAS,2,
1027,1958-05-17 00:00:00,-41.3500,146.2500,Railton,TAS,2,
1028,1958-05-17 13:00:00,-41.1900,147.5000,Scottsdale,TAS,2,
1029,1964-08-19 00:00:00,-42.8800,147.3300,HOBART,TAS,1,
1030,1966-08-21 09:10:00,-41.0500,146.7600,BEAUTY POINT,TAS,1,
1031,1966-08-21 09:10:00,-41.0500,146.7800,BEAUTY POINT,TAS,3,
1032,1966-11-26 00:00:00,-42.9700,147.3200,KINGSTON,TAS,1,
1033,1971-01-27 00:00:00,-42.8000,147.3700,HOBART,TAS,2,
1034,1973-02-19 05:10:00,-41.3900,146.3680,MEANDER,TAS,1,
1035,1986-11-15 00:00:00,-41.5800,148.2000,ST MARYS,TAS,0,
1036,1987-03-28 14:00:00,-41.2300,146.4200,LATROBE,TAS,2,
1037,1987-03-28 14:00:00,-41.1500,146.5300,SHEARWATER,TAS,1,
1038,1990-10-20 18:00:00,-41.1800,146.3800,Devonport,TAS,0,
1039,1990-10-21 00:00:00,-40.7400,148.1100,SWAN ISLAND,TAS,0,
1040,1991-09-08 03:00:00,-41.5800,146.8300,WESTBURY,TAS,0,
1041,1992-07-03 00:00:00,-41.4100,147.1200,LAUNCESTON,TAS,0,
1042,1992-11-21 17:00:00,-40.8500,145.1200,SMITHTON,TAS,3,
1043,1992-12-15 00:00:00,-41.9800,146.7200,MIENA,TAS,0,
1044,1996-01-25 17:30:00,-41.3500,146.3000,SHEFFIELD,TAS,2,
1045,1996-03-17 00:00:00,-42.8800,147.3300,Hobart,TAS,0,
1046,1947-01-28 08:30:00,-19.6400,134.1800,Tennant Creek,NT,2,
1047,1989-01-09 07:15:00,-19.6364,134.1814,Tennant Creek,NT,0,
1048,1993-01-15 05:00:00,-23.8083,133.8842,alice springs aero,NT,0,
1049,1995-10-09 22:35:00,-12.4600,130.7400,Darwin,NT,0,
1050,1997-01-18 04:30:00,-25.9000,134.9000,Charlotte Waters,NT,1,
1051,1997-01-26 07:00:00,-25.2300,133.1900,Erldunda,NT,1,
1052,2000-12-03 09:30:00,-12.7000,130.6000,Dundee Beach,NT,0,
1053,2001-01-27 07:00:00,-21.7300,133.7600,Stirling Station,NT,0,
1054,2001-02-27 06:30:00,-12.4300,130.9600,Darwin,NT,0,
1055,2001-10-01 04:30:00,-13.7400,130.6800,Mango Farm,NT,1,
1056,2001-10-16 03:30:00,-24.0000,134.0000,Santa Theresa,NT,2,
1057,2002-02-11 23:30:00,-12.6500,130.5500,Bynoe Haven,NT,0,
1058,2002-11-28 04:30:00,-25.2500,131.0000,Yulara,NT,0,
1059,2003-11-22 07:00:00,-16.3000,131.5000,Moolooloo Station,NT,2,
1060,2003-11-30 05:00:00,-21.5300,133.8900,Barrow Creek,NT,3,
1061,2004-09-29 08:30:00,-25.8400,133.3000,Kulgera,NT,0,
1062,2005-10-20 01:00:00,-21.0000,134.4000,Ali Curung,NT,2,
1063,2007-03-01 09:00:00,-13.5600,132.2700,mary River Ranger Station,NT,3,
1064,2007-03-01 09:00:00,-12.3000,132.0000,Wildman River,NT,2,
1065,2008-11-02 04:00:00,-33.4974,138.6095,SPALDING,SA,0,
1066,2009-03-11 05:00:00,-34.2628,135.7270,CUMMINS,SA,0,
1067,2008-11-28 10:30:00,-31.28542,151.55379,35km south of Walcha,NSW,0,
1068,2008-12-23 05:00:00,-36.5151,149.2846,NIMMITABEL,NSW,0,
1069,2009-01-22 07:00:00,-35.184708,149.132538,"Canberra (northern Suburbs/Gungahlin guess)",NSW,0,
1070,2009-05-02 08:30:00,-33.3410,151.5080,The Entrance,NSW,0,
1071,2008-06-27 06:30:00,-32.1131,116.0739,ROLEYSTONE,WA,1,
1072,2008-11-21 02:00:00,-33.9658,118.4864,ONGERUP,WA,0,
1073,2009-05-21 01:45:00,-34.2967,117.5542,CRANBROOK,WA,0,
1074,2009-06-19 02:50:00,-33.3578,115.6433,Bunbury,WA,1,
1075,2009-06-24 08:30:00,-33.4400,116.9036,BOKAL,WA,0,
1076,2009-01-22 06:00:00,-37.7041,148.4577,ORBOST,VIC,0,
1077,2009-06-30 06:00:00,-36.9438,143.4705,NATTE YALLOCK,VIC,0,
1078,2009-07-01 05:50:00,-38.2964,143.2928,Stonyford,VIC,1,
1079,2009-08-25 01:00:00,-36.4930,144.6131,ELMORE,VIC,0,
1080,2009-06-05 03:00:00,-27.6401,152.5997,Rosewood,QLD,0,
1083,2002-11-25 23:30:00,-17.4450,141.0000,Karumba,QLD,0,
1084,2001-12-24 10:30:00,-41.4100,147.1200,Launceston,TAS,2,
1085,2002-10-07 00:00:00,-42.8300,146.9900,Glenfern,TAS,0,
1087,2010-02-16 06:00:00,-17.3600,145.5900,Malanda,QLD,0,
1088,2004-05-15 13:00:00,-41.1780,146.3590,DEVONPORT,TAS,1,
1089,2009-06-13 17:45:00,-36.8322,139.8538,KINGSTON S.E.,SA,0,
1090,2010-02-04 05:45:00,-30.5151,151.6650,ARMIDALE,NSW,0,
1091,2010-06-02 21:30:00,-28.7984,153.5845,LENNOX HEAD,NSW,1,
1092,2009-04-14 22:26:00,-41.1630,147.5100,SCOTTSDALE,TAS,2,
1093,2009-04-14 22:25:00,-41.2170,147.6960,LEGERWOOD,TAS,0,
1094,2010-02-27 05:15:00,-36.3632,144.6995,ROCHESTER,VIC,0,
1095,2003-10-26 02:00:00,-28.5820,151.9280,The Summit,QLD,2,
1097,2010-09-13 05:48:00,-36.3560,141.3433,MIRAM,VIC,0,
1098,2010-08-10 06:30:00,-36.0985,144.7513,MOAMA,NSW,0,
1099,2003-10-26 06:10:00,-25.5115,152.0461,Biggenden,QLD,2,
1100,2003-10-28 01:20:00,-28.8190,151.7880,Ballandean,QLD,0,
1101,2010-05-22 12:00:00,-33.0778,115.8944,HARVEY,WA,0,
1102,2010-05-26 22:00:00,-32.2814,115.7269,ROCKINGHAM,WA,0,
1103,2010-07-08 22:00:00,-32.0486,115.9208,PARKWOOD,WA,0,
1104,2010-07-09 14:00:00,-32.5294,115.7233,MANDURAH,WA,0,
1105,2003-10-31 08:00:00,-26.1900,152.2700,Kilkivan,QLD,0,
1106,2004-01-25 06:30:00,-27.6042,152.8200,Bundamba,QLD,1,
1107,2004-01-29 07:00:00,-27.0800,152.7700,Mount Mee,QLD,0,
1108,2004-01-30 06:20:00,-27.7162,153.2022,Beenleigh,QLD,0,
1109,2003-12-06 06:50:00,-24.6287,151.9141,Rosedale,QLD,1,
1110,2011-02-28 08:15:00,-31.9652,141.4513,BROKEN HILL,NSW,0,
1111,2010-12-08 02:05:00,-31.9652,141.4513,BROKEN HILL,NSW,0,
1112,2010-11-23 07:30:00,-20.7307,143.1426,Richmond,QLD,0,
1113,2010-12-01 02:38:00,-31.4985,145.8346,COBAR,NSW,0,
1114,2010-12-25 01:00:00,-21.3000,149.2000,Alligator Creek,QLD,1,
1115,2011-01-19 07:20:00,-29.6484,152.8011,RAMORNIE,NSW,0,
1116,2010-08-10 00:00:00,-36.1298,144.7508,ECHUCA,VIC,0,
1117,2011-02-03 07:20:00,-36.9015,143.9795,EASTVILLE,VIC,0,
1118,2011-02-04 05:00:00,-37.8436,144.9740,MELBOURNE,VIC,0,
1119,2010-10-06 04:30:00,-36.7924,143.5519,BEALIBA,VIC,0,
1120,2010-11-07 05:05:00,-37.4248,144.5612,MACEDON,VIC,0,
1121,2011-02-04 06:22:00,-36.3613,144.6985,ROCHESTER,VIC,0,
1122,2011-02-28 08:36:00,-31.9652,141.4513,BROKEN HILL,NSW,0,
1123,2011-05-23 09:30:00,-25.5200,152.6800,Maryborough,QLD,0,
1125,2004-10-17 07:00:00,-26.7498,150.5944,Chinchilla,QLD,0,
1126,2004-11-09 04:00:00,-26.9500,149.9000,Wandoan,QLD,0,
1127,2010-10-02 06:00:00,-35.3317,148.8012,BRINDABELLA RANGE,NSW,0,
1128,2004-12-07 08:40:00,-27.2490,149.6772,Glenmorgan,QLD,0,
1129,2005-01-27 06:40:00,-17.0675,145.6730,Lamb Range,QLD,2,
1130,2010-09-04 07:00:00,-37.2160,145.1053,Broadford,VIC,0,
1131,2005-11-25 12:00:00,-24.9643,151.1336,Mulgildie,QLD,1,
1132,2005-11-27 05:30:00,-27.1920,152.9845,Narangba,QLD,2,
1133,2005-11-30 01:45:00,-17.5500,145.7000,Millaa Millaa,QLD,0,
1134,2005-12-08 05:00:00,-18.7600,138.7100,Century Mine,QLD,0,
1135,2011-02-11 08:30:00,-12.9000,132.5167,COOINDA,NT,0,
1136,1863-02-21 00:00:00,-33.7484,148.5846,WARWICK,QLD,0,
1137,1869-01-22 00:00:00,-26.6609,152.4650,JIMNA,QLD,0,
1138,1876-02-22 00:00:00,-27.4679,153.0280,BRISBANE,QLD,5,
1139,1910-12-19 00:00:00,-27.5131,152.3603,LAKE CLARENDON,QLD,0,
1140,1914-01-20 00:00:00,-24.8662,152.3494,BUNDABERG,QLD,0,
1141,1914-04-04 00:00:00,-27.7079,151.8633,CAMBOOYA,QLD,0,
1142,1920-09-17 00:00:00,-26.4018,146.2384,,NSW,0,
1143,1926-01-09 00:00:00,-31.0317,152.9511,GLADSTONE,NSW,0,
1144,1932-04-23 00:00:00,-26.1901,152.6655,GYMPIE,QLD,0,
1145,1934-01-08 00:00:00,-27.5773,152.8775,MOGGILL,QLD,0,
1146,1935-01-30 00:00:00,-27.5401,153.0677,MOUNT GRAVATT,QLD,0,
1147,1936-02-21 00:00:00,-28.5834,148.2278,DIRRANBANDI,QLD,0,
1148,1936-02-22 06:00:00,-27.6776,153.1344,LOGANLEA,QLD,0,
1149,1936-12-09 02:00:00,-26.3220,152.6747,DAGUN,QLD,0,
1151,1937-10-28 00:00:00,-28.2081,151.5656,KARARA,QLD,0,
1152,1945-11-13 00:00:00,-23.8456,151.1291,YARWUN,QLD,0,
1153,1946-11-14 06:00:00,-23.5557,145.2889,BARCALDINE,QLD,0,
1154,1946-11-14 14:00:00,-23.5557,145.2889,BARCALDINE,QLD,0,
1155,1949-10-14 00:00:00,-20.8440,144.1986,HUGHENDEN,QLD,0,
1156,1949-11-15 05:00:00,-16.9971,145.4231,MAREEBA,QLD,0,
1158,1951-03-10 03:30:00,-26.4018,146.2384,CHARLEVILLE,QLD,0,
1159,1954-12-27 06:00:00,-28.2154,152.0353,WARWICK,QLD,0,
1160,1955-01-07 00:00:00,-25.7948,146.5859,AUGATHELLA,QLD,0,
1161,1955-01-11 00:00:00,-27.4679,153.0280,BRISBANE,QLD,0,
1162,1956-02-09 00:00:00,-27.4679,153.0280,BRISBANE,QLD,0,
1163,1957-01-17 00:00:00,-27.9326,151.9055,CLIFTON,QLD,0,
1164,1962-12-11 00:00:00,-27.4679,153.0280,BRISBANE,QLD,0,
1165,2011-01-12 01:20:00,-12.9000,131.1900,Lake Bennett,NT,0,
1166,1979-12-09 00:00:00,-27.5518,151.8316,Wellcamp,QLD,0,
1168,1980-12-16 00:00:00,-27.2712,153.0697,Hays Inlet,QLD,0,
1169,1980-12-16 00:00:00,-27.5706,152.9872,Archerfield,QLD,0,
1174,1996-11-29 00:00:00,-27.6726,152.7825,Ripley,QLD,1,
1175,1997-01-01 05:30:00,-23.2950,150.3730,Alton Downs,QLD,0,
1176,1998-04-08 00:00:00,-24.0940,150.3260,Goovigen,QLD,0,
1178,2000-01-01 00:00:00,-24.8662,152.3494,Bundaberg,QLD,0,
1181,2001-04-26 00:00:00,-24.2010,150.3720,Jambin,QLD,0,
1182,2004-10-26 06:30:00,-27.3833,152.7833,Mount Nebo,QLD,0,
1183,2006-01-03 09:00:00,-28.2154,152.0700,Warwick,QLD,1,
1184,2006-12-16 00:00:00,-25.2365,152.2774,Childers,QLD,0,
1185,2007-01-10 06:00:00,-26.9334,151.4522,Bell,QLD,1,
1186,2007-01-26 06:50:00,-27.7209,152.3753,Mulgowie,QLD,0,
1188,2011-10-29 23:13:00,-30.6317,150.6678,UPPER MANILLA,NSW,0,
1189,2011-11-08 01:20:00,-36.9151,149.2346,BOMBALA,NSW,0,
1190,2011-10-01 13:45:00,-37.0561,146.0867,MANSFIELD,VIC,0,
1191,2011-10-28 07:00:00,-37.6604,145.3731,YARRA GLEN,VIC,0,
1192,2011-12-25 06:05:00,-37.6572,144.2306,FISKVILLE,VIC,0,
1193,2011-12-25 06:50:00,-37.6471,145.0288,EPPING,VIC,0,
1194,2012-01-11 00:12:00,-37.8446,145.2668,BAYSWATER,VIC,0,
1195,2011-12-25 06:40:00,-37.6664,144.8458,MELBOURNE AIRPORT,VIC,0,
1196,2012-02-27 04:40:00,-34.1942,142.1559,MILDURA,VIC,0,
1197,2012-02-27 04:40:00,-34.2316,142.0815,MILDURA AIRPORT,VIC,0,
1198,2012-04-06 07:35:00,-38.0755,144.3574,CORIO,VIC,0,
1199,2012-04-22 06:34:00,-36.4703,145.6305,CANIAMBO,VIC,0,
1200,2012-04-08 09:45:00,-33.6901,151.1096,ASQUITH RAILWAY STATION,NSW,0,
1201,2012-03-16 05:55:00,-30.5026,151.6372,DUMARESQ,NSW,0,
1202,2012-05-24 05:30:00,-37.1503,142.7567,BLACK RANGE,VIC,0,
1203,2012-06-16 07:00:00,-37.7043,142.1095,STRATHKELLAR,VIC,0,
1204,2012-04-23 03:30:00,-41.1660,146.5530,PORT SORELL,TAS,0,
1205,2011-10-28 00:00:00,-34.3039,140.5192,WINKIE,SA,0,
1206,2011-11-08 00:00:00,-34.1726,140.7431,,SA,0,
1209,2012-06-29 08:00:00,-34.7883,138.4957,NORTH HAVEN,SA,0,
1210,2012-06-29 07:00:00,-34.8684,138.6498,WINDSOR GARDENS,SA,0,
1211,2010-07-14 10:00:00,-34.4380,138.5096,MALLALA,SA,0,
1212,2010-07-31 17:30:00,-37.3771,140.8376,PENOLA,SA,1,
1213,2010-07-31 17:30:00,-37.3427,140.1199,CLAY WELLS,SA,0,
1214,2010-10-14 00:00:00,-33.2288,138.8863,WHYTE-YARCOWIE,SA,0,
1215,2010-10-14 00:00:00,-34.2831,140.6026,BERRI,SA,0,
1216,2010-12-07 00:00:00,-34.7804,138.6705,SALISBURY EAST,SA,0,
1217,2012-06-07 04:00:00,-31.9000,115.9000,Perth,WA,1,
1218,2012-06-07 04:00:00,-31.9000,116.8000,York,WA,0,
1219,2011-02-15 17:00:00,-34.9516,138.8756,WOODSIDE,SA,0,
1220,2009-07-11 13:30:00,-35.1476,138.4766,PORT NOARLUNGA,SA,1,
1221,2009-07-11 23:00:00,-37.2767,139.9703,BRAY JUNCTION,SA,0,
1222,2008-12-18 09:00:00,-27.6304,152.6997,Grantham,QLD,0,
1223,2013-01-15 03:50:00,-24.8400,143.0600,Jundah,QLD,1,
1224,2013-01-21 08:00:00,-33.6317,146.9679,UNGARIE,NSW,0,
1225,2013-03-21 08:40:00,-35.9152,145.7013,BAROOGA,NSW,0,
1226,2013-02-23 16:00:00,-34.6567,150.7012,JAMBEROO,NSW,0,
1227,2013-02-23 16:15:00,-34.6651,150.8679,KIAMA,NSW,1,
1228,2013-02-23 16:25:00,-34.8151,150.7679,SEVEN MILE BEACH,NSW,2,
1229,1906-11-18 07:00:00,-36.7500,144.2700,BENDIGO,VIC,0,
1230,1906-11-18 07:00:00,-36.7500,144.2700,BENDIGO,VIC,0,
1231,1906-11-18 07:00:00,-36.7500,144.2700,BENDIGO,VIC,0,
1232,1896-11-05 04:45:00,-36.6400,144.2600,WOODVALE (SYDNEY FLAT),VIC,0,
1233,1899-03-29 01:00:00,-36.7700,144.2500,GOLDEN SQUARE,VIC,0,
1234,1914-03-27 05:10:00,-36.7500,144.2700,BENDIGO,VIC,0,
1235,2013-03-21 08:30:00,-35.9670,146.0320,MULWALA,NSW,3,
1236,2013-03-21 19:40:00,-36.0577,146.4615,Rutherglen,VIC,0,
1237,2013-03-21 00:00:00,-36.7489,145.9997,SWANPOOL,VIC,1,
1238,2013-03-21 00:00:00,-37.0561,146.0867,MANSFIELD,VIC,1,
1239,2013-03-21 00:00:00,-36.5524,145.9988,BENALLA AERODROME,VIC,0,
1240,2013-03-21 04:00:00,-35.7323,143.9189,KERANG,VIC,0,
1241,2010-11-29 00:00:00,-22.6600,114.1800,Bullara Station,WA,0,
1242,2011-01-05 00:00:00,-33.8333,116.3906,BOYUP BROOK,WA,0,
1243,2011-05-20 00:00:00,-32.0803,115.9153,CANNING VALE,WA,0,
1244,2011-05-29 13:00:00,-33.3403,115.6419,BUNBURY,WA,0,
1245,2011-06-30 03:10:00,-32.5294,115.7233,MANDURAH,WA,0,
1246,2011-07-22 07:26:00,-32.3744,115.9964,SERPENTINE,WA,0,
1247,2011-07-27 14:30:00,-32.8289,115.8808,WAROONA,WA,0,
1248,2013-02-15 16:20:00,-32.4049,134.5335,WIRRULLA,SA,0,
1249,2013-07-04 18:00:00,-34.6431,135.6974,BIG SWAMP,SA,0,
1250,2013-08-03 12:40:00,-36.8322,139.8538,KINGSTON,SA,0,
1251,2013-08-21 18:00:00,-34.7251,138.5821,WATERLOO CORNER,SA,0,
1252,2013-11-18 03:45:00,-33.7026,151.1123,HORNSBY,NSW,1,
1253,2013-11-23 04:30:00,-30.1317,151.4345,TENTERDEN,NSW,1,
1254,2013-11-23 05:00:00,-30.1817,151.8011,BALD BLAIR,NSW,0,
1255,2013-11-23 04:30:00,-30.0984,151.2511,TINGHA,NSW,0,
1256,2013-11-23 04:30:00,-30.0151,151.6511,BEN LOMOND,NSW,1,
1257,2013-12-26 05:00:00,-36.0984,149.1679,CHAKOLA,NSW,0,
1258,2012-01-05 00:00:00,-33.1367,116.8414,MOREE,WA,0,
1259,2013-07-07 08:00:00,-36.8100,144.6600,Knowsley,VIC,0,
1260,2013-07-15 07:15:00,-32.3567,149.6679,YARRAWONGA,VIC,0,
1261,2013-07-15 07:15:00,-32.3567,149.6679,YARRAWONGA,VIC,0,
1262,2013-11-23 02:00:00,-38.0833,144.2666,BATESFORD,VIC,0,
1263,2013-10-24 01:00:00,-37.9215,145.1660,MULGRAVE,VIC,0,
1264,2013-12-05 03:25:00,-38.0503,145.1651,BANGHOLME,VIC,0,
1265,2012-06-07 04:00:00,-31.8878,115.8742,DIANELLA,WA,0,
1266,2012-11-03 08:05:00,-33.6614,115.3511,BUSSELTON,WA,0,
1267,2013-01-15 00:00:00,-33.5558,115.5608,CAPEL,WA,0,
1268,2013-09-23 00:00:00,-31.9819,115.8633,SOUTH PERTH,WA,0,
1269,2013-09-23 00:00:00,-31.9819,115.8633,SOUTH PERTH,WA,0,
1270,2011-12-11 00:00:00,-18.1394,125.7750,FOSSIL DOWNS,WA,0,
1271,2014-11-22 06:00:00,-34.1721,142.2486,GOL GOL NORTH CREEK,NSW,0,
1272,2014-11-05 06:35:00,-30.9484,150.2511,GUNNEDAH AERODROME,NSW,0,
1273,2014-12-04 09:05:00,-34.6556,150.2996,BUNDANOON,NSW,0,
1274,2014-07-14 00:00:00,-32.0595853,115.7923713,PERTH METRO (Hilton/O'Connor/Claremont),WA,0,
1275,2014-09-07 00:00:00,-31.9800,115.9936,FORRESTFIELD,WA,0,
1276,2014-11-22 00:00:00,-34.1828,142.2154,GOL GOL BEND,VIC,0,
1277,2015-02-23 04:00:00,-36.3846,145.4045,SHEPPARTON,VIC,0,
1278,2015-02-28 08:00:00,-37.3415,144.1440,DAYLESFORD,VIC,0,
1279,2012-11-09 23:00:00,-42.8900,147.3000,Hobart,TAS,0,
1280,2012-11-09 23:05:00,-42.8100,147.4600,Cambridge,TAS,0,
1281,2015-02-13 06:35:00,-37.4264,143.8863,CRESWICK,VIC,0,
1282,2015-08-24 06:00:00,-32.2484,148.6012,DUBBO,NSW,0,
1283,2015-10-22 00:00:00,-31.5651,149.9845,BUNDELLA,NSW,0,
1285,2015-10-27 00:00:00,-29.6817,148.8012,MERRYWINEBONE,NSW,0,
1286,2015-10-31 06:20:00,-36.1401,144.5581,Echuca,VIC,0,
1287,2015-11-01 03:30:00,-36.0527,145.2059,NATHALIA,VIC,0,
1288,2015-11-05 02:30:00,-37.6023,144.9428,CRAIGIEBURN,VIC,0,
1289,2015-08-29 05:00:00,-33.3403,115.6419,BUNBURY,WA,0,
1290,2015-09-10 03:00:00,-34.2967,117.5542,CRANBROOK,WA,0,
1291,2015-12-03 19:30:00,-30.7492,121.4656,KALGOORLIE,WA,0,
1292,2015-05-01 00:00:00,-20.7306,116.8447,KARRATHA,WA,0,
1293,2015-12-04 07:30:00,-30.7492,121.4656,KALGOORLIE,WA,0,
1294,2013-04-23 06:00:00,-23.5415,147.9697,Emerald,QLD,0,
1295,2013-04-23 07:00:00,-24.1800,149.8100,Baralaba,QLD,0,
1296,2013-11-15 21:15:00,-27.3400,153.3600,Moreton Island,QLD,0,
1297,2015-07-11 05:15:00,-35.8318,146.8013,BURRUMBUTTOCK,NSW,0,
1298,2015-12-15 23:30:00,-34.0151,151.2012,Kurnell,NSW,2,
1299,2016-01-22 05:00:00,-32.4817,150.9011,JERRYS PLAINS,NSW,0,
1300,2016-01-30 12:30:00,-35.4294,149.5011,FORBES CREEK,NSW,2,
1301,2016-01-30 07:20:00,-29.4187,153.2849,PALMERS ISLAND,NSW,1,
1302,2016-08-22 01:55:00,-37.7043,144.5713,MELTON,VIC,0,
1303,2016-08-22 02:05:00,-37.7841,144.7150,TRUGANINA,VIC,0,
1304,2016-08-22 03:10:00,-36.5460,145.9833,BENALLA,VIC,0,
1305,2016-10-21 04:35:00,-33.9126,151.1180,CANTERBURY,NSW,0,
1306,2016-10-21 09:00:00,-33.1373,148.1747,PARKES,NSW,0,
1307,2014-12-17 09:00:00,-25.0000,152.0800,Bungadoo,QLD,0,
1308,2014-12-06 05:00:00,-18.4400,145.9300,Abergowrie,QLD,2,
1311,2013-01-26 02:50:00,-24.8100,152.4600,Bargara,QLD,2,
1312,2016-06-19 07:45:00,-26.6900,153.1100,Mooloolaba,QLD,2,
1313,2016-11-11 05:17:00,-31.9652,141.4513,BROKEN HILL,NSW,2,
1314,2017-04-08 16:30:00,-38.0800,145.4801,PAKENHAM,VIC,0,
1316,2017-10-26 05:34:00,-32.2123,152.3193,Coolongalook,NSW,0,
1317,2017-11-05 07:30:00,-29.1500,153.2833,New Italy,NSW,0,
1318,2017-11-16 07:30:00,-34.6810,146.2710,Euroley,NSW,0,
1319,2017-11-16 08:15:00,-31.8151,149.1179,MENDOORAN,NSW,0,
1320,2019-03-05 05:20:00,-36.0100,146.0200,Yarrawonga,NSW,0,
1322,2018-12-19 08:30:00,-31.5500,150.6800,Tamworth,NSW,0,
1323,2019-12-15 09:00:00,-34.0651,151.0846,GRAYS POINT,NSW,0,
1324,2019-12-21 08:30:00,-31.1095,150.9147,SOUTH TAMWORTH,NSW,0,
1325,2018-12-21 08:30:00,-31.1095,150.9147,SOUTH TAMWORTH,NSW,0,
1326,2017-10-02 08:00:00,-25.4000,152.9000,River Heads,QLD,1,
1327,2017-10-02 04:00:00,-24.9000,152.3500,Avenell Heights,QLD,2,
1328,1990-03-19 00:00:00,-13.9410,143.1920,Coen,QLD,0,
1329,1990-12-27 00:00:00,-21.0840,149.2100,Mackay,QLD,1,
1330,2003-10-26 00:00:00,-27.3980,152.7830,Mount Nebo,QLD,0,
1331,2011-01-30 13:00:00,-21.3800,149.3100,Campwin Beach,QLD,1,
1332,2012-03-18 17:30:00,-18.6300,146.2600,Braemeadows,QLD,0,
1333,2012-03-19 17:00:00,-19.2400,146.7700,Townsville,QLD,2,
1334,2013-01-23 13:30:00,-19.6900,147.4700,Inkerman,QLD,0,
1335,2013-01-23 18:15:00,-21.2900,149.3000,Hay Point,QLD,0,
1336,2013-01-26 05:00:00,-24.7800,152.4200,Burnett Heads,QLD,2,
1337,2013-01-26 06:00:00,-24.7700,152.4200,Burnett Heads,QLD,2,
1338,2013-01-26 05:00:00,-24.9800,152.4500,Coonaar,QLD,0,
1339,2013-01-26 06:10:00,-25.0000,152.0800,Bungadoo,QLD,0,
1340,2013-01-26 13:50:00,-25.2300,152.5900,Burrum Heads,QLD,1,
1341,2013-01-26 17:40:00,-25.1800,152.6100,Burrum Heads,QLD,3,
1342,2013-01-26 18:30:00,-25.2700,152.7600,Dundowran Beach,QLD,1,
1343,2013-06-12 09:30:00,-28.0900,151.7800,Pratten,QLD,2,
1344,2013-11-18 17:00:00,-25.2800,152.9000,Urangan,QLD,1,
1345,2015-10-14 06:00:00,-27.4700,151.9400,Highfields,QLD,0,
1346,2015-02-20 22:30:00,-26.6800,153.1100,Mooloolaba,QLD,0,
1347,2016-08-24 07:30:00,-26.6500,153.0000,Drillham,QLD,0,
1348,2016-11-12 07:30:00,-25.5600,152.3200,North Aramara,QLD,0,
1349,2017-01-15 01:45:00,-26.8000,153.0500,Bells Creek,QLD,0,
1350,2017-03-17 04:00:00,-27.4000,153.1000,Brisbane,QLD,0,
1351,2017-03-30 00:30:00,-24.3300,151.5600,Miriam Vale,QLD,2,
1352,2017-10-14 00:00:00,-27.9000,153.0000,Cedar Vale,QLD,0,
1353,2017-12-31 01:00:00,-28.0500,152.0000,Allora,QLD,0,
1354,2014-12-06 02:00:00,-25.2900,152.8600,Torquay,QLD,0,
1355,2012-02-14 21:30:00,-21.1400,149.2000,Mackay,QLD,0,
1356,2011-12-14 09:00:00,-16.4500,145.3700,Mossman,QLD,0,
